@relation	SonyAIBORobotSurface_TRAIN
@attribute	1	real
@attribute	2	real
@attribute	3	real
@attribute	4	real
@attribute	5	real
@attribute	6	real
@attribute	7	real
@attribute	8	real
@attribute	9	real
@attribute	10	real
@attribute	11	real
@attribute	12	real
@attribute	13	real
@attribute	14	real
@attribute	15	real
@attribute	16	real
@attribute	17	real
@attribute	18	real
@attribute	19	real
@attribute	20	real
@attribute	21	real
@attribute	22	real
@attribute	23	real
@attribute	24	real
@attribute	25	real
@attribute	26	real
@attribute	27	real
@attribute	28	real
@attribute	29	real
@attribute	30	real
@attribute	31	real
@attribute	32	real
@attribute	33	real
@attribute	34	real
@attribute	35	real
@attribute	36	real
@attribute	37	real
@attribute	38	real
@attribute	39	real
@attribute	40	real
@attribute	41	real
@attribute	42	real
@attribute	43	real
@attribute	44	real
@attribute	45	real
@attribute	46	real
@attribute	47	real
@attribute	48	real
@attribute	49	real
@attribute	50	real
@attribute	51	real
@attribute	52	real
@attribute	53	real
@attribute	54	real
@attribute	55	real
@attribute	56	real
@attribute	57	real
@attribute	58	real
@attribute	59	real
@attribute	60	real
@attribute	61	real
@attribute	62	real
@attribute	63	real
@attribute	64	real
@attribute	65	real
@attribute	66	real
@attribute	67	real
@attribute	68	real
@attribute	69	real
@attribute	70	real
@attribute	class	{1,2}
@data
0.7824991500,1.4802691000,2.1780390000,2.1780390000,2.3524815000,1.8291540000,0.9569416300,-0.4385982400,-1.1363682000,-1.4852531000,-1.8341386000,-1.6596956000,-1.4852531000,-1.3108107000,-1.3108107000,-1.4852531000,-1.4852531000,-1.1363682000,-0.4385982400,0.0847292130,0.0847292130,0.2591717000,0.2591717000,0.4336141800,0.4336141800,0.4336141800,0.2591717000,0.2591717000,0.2591717000,0.0847292130,0.2591717000,0.2591717000,0.2591717000,0.2591717000,0.2591717000,0.2591717000,-0.0897132700,-0.4385982400,0.0847292130,-0.0897132700,0.2591717000,0.6080566600,1.3058266000,1.8291540000,1.8291540000,1.1313841000,0.4336141800,-0.2641557500,-0.7874832000,-1.1363682000,-0.9619256800,-1.1363682000,-1.4852531000,-1.6596956000,-1.4852531000,-1.1363682000,-0.4385982400,0.2591717000,0.4336141800,0.2591717000,0.0847292130,0.0847292130,0.2591717000,0.4336141800,0.0847292130,0.0847292130,-0.0897132700,0.0847292130,0.2591717000,0.4336141800,2
1.0807305000,0.0270935220,-0.1836338700,1.5021853000,2.7665497000,1.0807305000,-0.1836338700,-1.0265435000,-1.2372708000,-0.6050886600,0.2378209200,-0.3943612700,-1.4479982000,-1.8694530000,-1.8694530000,-1.0265435000,-0.3943612700,-0.3943612700,-0.3943612700,-0.3943612700,0.2378209200,0.8700031000,0.8700031000,1.0807305000,1.0807305000,1.2914579000,1.2914579000,1.0807305000,0.6592757100,0.4485483100,0.2378209200,0.0270935220,-0.1836338700,-0.1836338700,-0.1836338700,-0.6050886600,-0.6050886600,-1.0265435000,-0.8158160600,-1.0265435000,-1.6587256000,-1.6587256000,-0.1836338700,1.2914579000,1.7129127000,0.6592757100,-0.3943612700,-0.8158160600,-1.0265435000,-0.3943612700,0.2378209200,0.0270935220,-1.0265435000,-1.8694530000,-2.0801804000,-1.0265435000,0.2378209200,1.5021853000,1.2914579000,0.8700031000,0.4485483100,0.0270935220,0.2378209200,0.6592757100,0.6592757100,0.4485483100,0.0270935220,0.4485483100,0.6592757100,0.8700031000,1
0.8599562300,2.1272601000,2.7609121000,2.9721294000,2.1272601000,1.0711735000,-0.1961303700,-0.6185650000,-1.2522170000,-1.2522170000,-1.0409996000,-1.2522170000,-1.2522170000,-1.4634343000,-1.2522170000,-1.0409996000,-0.8297823200,-0.8297823200,-1.2522170000,-0.6185650000,-0.1961303700,0.2263042700,0.2263042700,0.2263042700,0.0150869510,0.2263042700,0.0150869510,0.0150869510,0.0150869510,-0.1961303700,0.0150869510,0.2263042700,0.0150869510,0.0150869510,0.2263042700,-0.1961303700,0.0150869510,0.6487389100,0.6487389100,0.6487389100,1.2823909000,1.7048255000,1.7048255000,1.0711735000,0.0150869510,-0.6185650000,-1.0409996000,-1.2522170000,-1.0409996000,-0.4073476900,0.0150869510,-0.6185650000,-1.8858689000,-1.8858689000,-1.2522170000,-0.4073476900,0.0150869510,0.4375215900,0.4375215900,0.2263042700,0.2263042700,0.4375215900,0.4375215900,0.0150869510,0.0150869510,0.0150869510,0.0150869510,0.4375215900,0.6487389100,0.6487389100,2
0.4465955500,1.4886518000,2.1138856000,2.3222969000,1.4886518000,0.6550068100,0.0297730370,-1.0122832000,-1.4291058000,-1.4291058000,-1.0122832000,-1.2206945000,-1.6375170000,-1.6375170000,-1.2206945000,-0.5954607300,-0.1786382200,0.2381842900,0.2381842900,0.0297730370,-0.1786382200,0.2381842900,0.2381842900,0.0297730370,0.0297730370,0.2381842900,0.2381842900,0.6550068100,0.8634180600,1.0718293000,0.8634180600,0.4465955500,0.2381842900,0.2381842900,0.2381842900,0.2381842900,0.2381842900,0.4465955500,0.8634180600,0.4465955500,1.0718293000,1.9054743000,1.6970631000,1.9054743000,1.0718293000,0.0297730370,-1.0122832000,-1.6375170000,-1.8459283000,-1.2206945000,-1.0122832000,-1.0122832000,-1.6375170000,-1.8459283000,-1.6375170000,-1.0122832000,-0.5954607300,-0.3870494800,-0.1786382200,-0.1786382200,0.0297730370,0.2381842900,0.4465955500,0.4465955500,0.2381842900,0.2381842900,0.2381842900,0.2381842900,0.0297730370,0.0297730370,2
0.1647286000,1.2130015000,1.6323107000,2.0516198000,1.4226561000,0.5840377700,-0.2545805600,-0.8835443100,-1.3028535000,-1.0931989000,-0.6738897300,-1.0931989000,-1.5125081000,-1.5125081000,-1.3028535000,-0.6738897300,-0.0449259820,0.1647286000,0.1647286000,0.1647286000,-0.0449259820,-0.0449259820,0.1647286000,0.1647286000,0.1647286000,0.5840377700,1.0033469000,1.0033469000,1.0033469000,0.7936923500,0.5840377700,0.3743831800,0.3743831800,0.3743831800,0.5840377700,0.5840377700,0.5840377700,0.5840377700,0.7936923500,0.1647286000,1.2130015000,1.8419653000,2.2612744000,1.8419653000,0.7936923500,-0.0449259820,-0.8835443100,-1.7221626000,-1.5125081000,-1.5125081000,-1.0931989000,-0.8835443100,-1.5125081000,-1.9318172000,-1.9318172000,-1.7221626000,-0.8835443100,-0.6738897300,-0.4642351500,-0.2545805600,-0.0449259820,0.1647286000,0.3743831800,0.3743831800,0.3743831800,0.1647286000,0.3743831800,0.1647286000,0.1647286000,-0.0449259820,2
-0.5462125400,0.1706914200,0.6486273900,1.3655314000,1.1265634000,0.4096594100,-0.3072445500,-0.7851805300,-0.7851805300,-0.5462125400,-0.3072445500,-0.3072445500,-0.7851805300,-1.2631165000,-1.5020845000,-1.0241485000,-0.5462125400,0.1706914200,0.4096594100,0.4096594100,0.1706914200,0.1706914200,0.1706914200,0.4096594100,0.4096594100,0.4096594100,0.4096594100,0.6486273900,0.8875953800,0.8875953800,0.8875953800,1.1265634000,0.6486273900,0.6486273900,0.4096594100,0.6486273900,0.6486273900,0.4096594100,0.6486273900,0.6486273900,0.6486273900,1.6044993000,1.8434673000,2.0824353000,2.3214033000,1.3655314000,0.1706914200,-1.0241485000,-1.9800205000,-2.4579564000,-2.2189884000,-1.7410525000,-1.5020845000,-1.7410525000,-1.7410525000,-1.2631165000,-1.0241485000,-0.7851805300,-0.5462125400,-0.3072445500,-0.0682765680,0.1706914200,0.1706914200,0.1706914200,0.1706914200,0.4096594100,0.1706914200,-0.0682765680,-0.0682765680,-0.0682765680,2
-0.7075444000,-0.0684720390,0.5706003300,1.5292089000,2.1682812000,0.2510641400,-0.3880082200,-0.0684720390,-0.0684720390,-0.7075444000,-0.3880082200,-0.3880082200,-0.0684720390,-0.3880082200,-0.7075444000,-1.3466168000,-1.3466168000,-1.3466168000,-0.7075444000,-0.3880082200,-0.3880082200,-0.0684720390,0.2510641400,0.5706003300,0.2510641400,0.2510641400,0.2510641400,0.2510641400,-0.0684720390,0.2510641400,0.2510641400,0.5706003300,0.5706003300,0.5706003300,0.2510641400,0.2510641400,-0.0684720390,0.2510641400,-0.0684720390,0.8901365100,1.5292089000,2.1682812000,2.1682812000,2.1682812000,2.1682812000,0.5706003300,-1.0270806000,-1.0270806000,-1.3466168000,-1.0270806000,-1.0270806000,-1.6661530000,-1.6661530000,-2.3052253000,-2.6247615000,-1.6661530000,-0.0684720390,0.2510641400,-0.3880082200,-0.0684720390,0.2510641400,0.5706003300,0.5706003300,0.5706003300,0.2510641400,0.5706003300,0.5706003300,0.5706003300,0.2510641400,0.2510641400,1
0.1646688200,1.3173505000,1.0868142000,0.6257415100,0.1646688200,-0.0658675160,-0.2964038600,-0.2964038600,-0.0658675160,0.1646688200,-0.2964038600,-0.9880128800,-1.4490856000,-1.6796219000,-1.4490856000,-0.5269402000,0.1646688200,0.1646688200,-0.0658675160,0.1646688200,0.1646688200,0.8562778500,0.8562778500,0.3952051600,0.1646688200,0.1646688200,0.1646688200,0.3952051600,0.8562778500,0.8562778500,0.8562778500,0.6257415100,0.6257415100,0.8562778500,0.8562778500,0.6257415100,0.6257415100,0.3952051600,0.6257415100,0.6257415100,1.5478869000,1.7784232000,1.7784232000,2.2394959000,1.3173505000,0.1646688200,-0.7574765400,-1.4490856000,-1.4490856000,-0.9880128800,-0.7574765400,-1.4490856000,-2.1406946000,-2.6017679000,-2.3712309000,-1.9101582000,-1.4490856000,-0.7574765400,-0.7574765400,-0.2964038600,-0.0658675160,0.3952051600,0.6257415100,0.6257415100,0.1646688200,0.1646688200,0.1646688200,-0.0658675160,-0.0658675160,-0.0658675160,2
-0.8462147000,0.0940238780,1.0342625000,1.9745010000,1.5043818000,1.0342625000,0.0940238780,-1.0812743000,-1.0812743000,-0.3760954100,-0.6111550600,-1.0812743000,-2.2565726000,-2.7266926000,-1.7864533000,-0.3760954100,0.3290835200,0.7992028100,0.5641431700,0.0940238780,-0.3760954100,-0.1410357700,-0.1410357700,0.0940238780,0.0940238780,0.0940238780,0.0940238780,0.0940238780,0.3290835200,0.5641431700,0.5641431700,0.5641431700,0.5641431700,0.3290835200,0.3290835200,0.5641431700,0.3290835200,0.5641431700,0.7992028100,0.7992028100,0.3290835200,-0.3760954100,-0.1410357700,1.5043818000,1.9745010000,1.2693221000,0.5641431700,-0.3760954100,-1.0812743000,-0.6111550600,-0.1410357700,-0.3760954100,-1.0812743000,-2.0215129000,-2.7266926000,-2.4916322000,-1.0812743000,-0.3760954100,-0.1410357700,-0.1410357700,-0.1410357700,0.3290835200,0.3290835200,0.7992028100,0.7992028100,0.7992028100,0.7992028100,0.7992028100,0.7992028100,0.7992028100,1
1.2564663000,2.3456631000,2.3456631000,2.0733639000,1.2564663000,0.1672695000,-1.1942265000,-1.4665257000,-0.9219272700,-0.6496280800,-0.6496280800,-1.4665257000,-1.7388248000,-1.7388248000,-2.0111240000,-1.7388248000,-1.1942265000,-0.6496280800,-0.6496280800,-0.3773288800,-0.1050296900,0.4395687000,0.7118678900,0.7118678900,0.7118678900,0.4395687000,0.4395687000,0.1672695000,-0.1050296900,-0.3773288800,-0.3773288800,-0.3773288800,-0.1050296900,-0.3773288800,-0.1050296900,-0.1050296900,-0.3773288800,-0.1050296900,-0.3773288800,0.1672695000,0.7118678900,1.5287655000,2.0733639000,1.8010647000,0.7118678900,-0.1050296900,-0.6496280800,-0.6496280800,-0.3773288800,-0.3773288800,-0.1050296900,-0.6496280800,-1.1942265000,-1.7388248000,-1.1942265000,-0.3773288800,0.1672695000,0.7118678900,0.4395687000,0.4395687000,0.4395687000,0.4395687000,0.4395687000,0.1672695000,-0.1050296900,-0.1050296900,0.1672695000,0.7118678900,1.2564663000,1.5287655000,2
