@relation	MedicalImages_TRAIN
@attribute	1	real
@attribute	2	real
@attribute	3	real
@attribute	4	real
@attribute	5	real
@attribute	6	real
@attribute	7	real
@attribute	8	real
@attribute	9	real
@attribute	10	real
@attribute	11	real
@attribute	12	real
@attribute	13	real
@attribute	14	real
@attribute	15	real
@attribute	16	real
@attribute	17	real
@attribute	18	real
@attribute	19	real
@attribute	20	real
@attribute	21	real
@attribute	22	real
@attribute	23	real
@attribute	24	real
@attribute	25	real
@attribute	26	real
@attribute	27	real
@attribute	28	real
@attribute	29	real
@attribute	30	real
@attribute	31	real
@attribute	32	real
@attribute	33	real
@attribute	34	real
@attribute	35	real
@attribute	36	real
@attribute	37	real
@attribute	38	real
@attribute	39	real
@attribute	40	real
@attribute	41	real
@attribute	42	real
@attribute	43	real
@attribute	44	real
@attribute	45	real
@attribute	46	real
@attribute	47	real
@attribute	48	real
@attribute	49	real
@attribute	50	real
@attribute	51	real
@attribute	52	real
@attribute	53	real
@attribute	54	real
@attribute	55	real
@attribute	56	real
@attribute	57	real
@attribute	58	real
@attribute	59	real
@attribute	60	real
@attribute	61	real
@attribute	62	real
@attribute	63	real
@attribute	64	real
@attribute	65	real
@attribute	66	real
@attribute	67	real
@attribute	68	real
@attribute	69	real
@attribute	70	real
@attribute	71	real
@attribute	72	real
@attribute	73	real
@attribute	74	real
@attribute	75	real
@attribute	76	real
@attribute	77	real
@attribute	78	real
@attribute	79	real
@attribute	80	real
@attribute	81	real
@attribute	82	real
@attribute	83	real
@attribute	84	real
@attribute	85	real
@attribute	86	real
@attribute	87	real
@attribute	88	real
@attribute	89	real
@attribute	90	real
@attribute	91	real
@attribute	92	real
@attribute	93	real
@attribute	94	real
@attribute	95	real
@attribute	96	real
@attribute	97	real
@attribute	98	real
@attribute	99	real
@attribute	class	{1,2,3,4,5,6,7,8,9,10}
@data
-0.4202783200,0.6288393100,1.8944688000,3.1155476000,4.0223662000,4.4159133000,4.2262093000,3.5302009000,2.5233395000,1.4561784000,0.5582674800,-0.0246054870,-0.2603123600,-0.2206953600,-0.0397795920,0.1417792200,0.2253045900,0.1791697900,0.0352615010,-0.1374263500,-0.2684879800,-0.3155598000,-0.2775944900,-0.1887678500,-0.0988152110,-0.0498582940,-0.0598652570,-0.1188810700,-0.1975157800,-0.2624913900,-0.2914234000,-0.2808325300,-0.2448073000,-0.2061784000,-0.1851768100,-0.1906769000,-0.2178661000,-0.2522537800,-0.2775647700,-0.2835014900,-0.2698978400,-0.2459649900,-0.2253953100,-0.2199966900,-0.2347241500,-0.2661240000,-0.3044810200,-0.3382914100,-0.3589724700,-0.3637648600,-0.3560433500,-0.3431209600,-0.3333612100,-0.3332432800,-0.3399313900,-0.3516663400,-0.3646700700,-0.3750451400,-0.3791088200,-0.3750788800,-0.3647404700,-0.3517530600,-0.3403810200,-0.3333875300,-0.3319461200,-0.3355006000,-0.3421831400,-0.3498772700,-0.3563836300,-0.3608565800,-0.3634849000,-0.3651713700,-0.3668752500,-0.3690339800,-0.3718959300,-0.3753434500,-0.3791734000,-0.3830381800,-0.3868173700,-0.3906822400,-0.3948369000,-0.3994770400,-0.4041636500,-0.4084555000,-0.4119151100,-0.4142734200,-0.4155929200,-0.4160591900,-0.4163076800,-0.4170662300,-0.4189855000,-0.4222375600,-0.4264793900,-0.4311481300,-0.4354511200,-0.4385969700,-0.4397906000,-0.4385593900,-0.4348257500,10
0.3968130600,1.4900492000,2.6272566000,3.5646782000,4.0818826000,4.0492761000,3.4704321000,2.4852980000,1.3284132000,0.2599491900,-0.5096547300,-0.8744160600,-0.8515806900,-0.5612602900,-0.1750236200,0.1446775900,0.2960257100,0.2592496600,0.0874860990,-0.1264945800,-0.2928517400,-0.3555336800,-0.3095019200,-0.1932004000,-0.0665343740,0.0168357220,0.0313003250,-0.0161261650,-0.0934412420,-0.1611591300,-0.1893199900,-0.1689131500,-0.1131270800,-0.0490941080,-0.0052030740,0.0005881030,-0.0333654530,-0.0935181990,-0.1578970400,-0.2050257200,-0.2212725500,-0.2043914900,-0.1625351000,-0.1100463900,-0.0620541900,-0.0298983010,-0.0186088240,-0.0266390920,-0.0480452400,-0.0725219810,-0.0911907850,-0.0980394240,-0.0916896900,-0.0760496680,-0.0533552110,-0.0332340570,-0.0249262060,-0.0337403180,-0.0577403930,-0.0876032790,-0.1094883700,-0.1083220200,-0.0726727930,0.0027629858,0.1135609300,0.2459016500,0.3794183300,0.4908595500,0.5605694700,0.5739328600,0.5247701900,0.4158675300,0.2582129800,0.0688974850,-0.1333811300,-0.3307457900,-0.5088642900,-0.6573426000,-0.7710907200,-0.8502537300,-0.8986914400,-0.9229944300,-0.9293809500,-0.9247481100,-0.9153833300,-0.9064241300,-0.9016340900,-0.9022865500,-0.9089045600,-0.9205200200,-0.9349904400,-0.9486727800,-0.9574195700,-0.9583003600,-0.9499588500,-0.9335085500,-0.9110635100,-0.8867314900,-0.8653663500,10
-0.3965701900,0.3670526100,1.2725951000,2.2056248000,3.0380390000,3.6506570000,3.9548443000,3.9087354000,3.5248655000,2.8674305000,2.0399486000,1.1658799000,0.3662039300,-0.2615160400,-0.6584337300,-0.8114094200,-0.7507670900,-0.5398532100,-0.2591468400,0.0113986080,0.2080169100,0.2937230400,0.2620794900,0.1341025300,-0.0503138720,-0.2439729100,-0.4040531300,-0.5012568500,-0.5247205300,-0.4820306400,-0.3949650900,-0.2924721200,-0.2028773100,-0.1472424000,-0.1353367900,-0.1648358200,-0.2235414800,-0.2937022900,-0.3571277100,-0.3996796500,-0.4142254000,-0.4014428000,-0.3685884000,-0.3268056000,-0.2878437300,-0.2610655300,-0.2514836400,-0.2591625800,-0.2799388100,-0.3070938600,-0.3334158300,-0.3530652600,-0.3628000700,-0.3623465500,-0.3539537400,-0.3413801000,-0.3286703600,-0.3190774800,-0.3143878700,-0.3147620500,-0.3190361700,-0.3253200200,-0.3316720300,-0.3366498200,-0.3396026700,-0.3406800800,-0.3406035700,-0.3403189300,-0.3406557000,-0.3440051200,-0.3473866500,-0.3505606000,-0.3535461800,-0.3564079400,-0.3592034800,-0.3621458800,-0.3649253900,-0.3673754200,-0.3694372900,-0.3710954900,-0.3723928900,-0.3735303900,-0.3745836200,-0.3756586500,-0.3769674600,-0.3786805800,-0.3808720000,-0.3835259200,-0.3864317400,-0.3891830000,-0.3914141700,-0.3927755100,-0.3929981400,-0.3919612600,-0.3897263800,-0.3864624300,-0.3825650300,-0.3785463600,-0.3749583500,10
-0.5518697400,0.1335137000,0.9750173200,1.7917554000,2.4158547000,2.7548679000,2.8223301000,2.7223665000,2.5956885000,2.5518301000,2.6186216000,2.7318011000,2.7681621000,2.6068339000,2.1895947000,1.5534061000,0.8199133900,0.1487455900,-0.3241919000,-0.5356092700,-0.5116226600,-0.3475821000,-0.1629460200,-0.0526146250,-0.0554630640,-0.1511281700,-0.2816899500,-0.3851192300,-0.4236064500,-0.3959075100,-0.3306429600,-0.2675180000,-0.2369410700,-0.2482763100,-0.2901008900,-0.3400610600,-0.3775672400,-0.3928303500,-0.3888273400,-0.3766884000,-0.3683182700,-0.3703082300,-0.3821587200,-0.3983221500,-0.4122773400,-0.4197734900,-0.4202247400,-0.4157738900,-0.4106999000,-0.4049230200,-0.3987948400,-0.3934696500,-0.3906677800,-0.3905105300,-0.3916248500,-0.3950351500,-0.4011220700,-0.4103034600,-0.4172381100,-0.4209883600,-0.4218772100,-0.4213800500,-0.4205345900,-0.4206470700,-0.4227110900,-0.4270926800,-0.4331840300,-0.4397563900,-0.4457436300,-0.4504259800,-0.4536995500,-0.4556152100,-0.4569985700,-0.4587526400,-0.4615783100,-0.4652698400,-0.4693623500,-0.4732485600,-0.4765370000,-0.4789804000,-0.4807686000,-0.4824935900,-0.4847198000,-0.4876824500,-0.4910989900,-0.4947678100,-0.4986842300,-0.5032773900,-0.5089729600,-0.5162704200,-0.5251184700,-0.5348092300,-0.5435048100,-0.5489708100,-0.5498067400,-0.5462612700,-0.5403977400,-0.5349877400,-0.5329754400,10
-0.3543189500,0.2303787700,0.9129028000,1.6325534000,2.3195298000,2.9041118000,3.3261213000,3.5432002000,3.5365844000,3.3135858000,2.9061971000,2.3662435000,1.7578046000,1.1481308000,0.5984907900,0.1563381700,-0.1499913300,-0.3134712400,-0.3472146100,-0.2803657100,-0.1519057500,-0.0035138705,0.1272885800,0.2126217300,0.2375603000,0.2009248900,0.1136494400,-0.0047657035,-0.1309132900,-0.2423267400,-0.3216149200,-0.3592357100,-0.3545211700,-0.3149341800,-0.2538687400,-0.1875413100,-0.1316567600,-0.0984389070,-0.0946311410,-0.1207293100,-0.1714538700,-0.2372826100,-0.3066471600,-0.3683201000,-0.4134876500,-0.4371735600,-0.4388032100,-0.4218541500,-0.3927695700,-0.3594129400,-0.3294105500,-0.3087128700,-0.3006369000,-0.3055313400,-0.3210617600,-0.3429996900,-0.3663071400,-0.3862959700,-0.3995482400,-0.4044603500,-0.4014862200,-0.3928461200,-0.3819322100,-0.3725335700,-0.3680688100,-0.3709341100,-0.3820547300,-0.4008855400,-0.4255964700,-0.4535020000,-0.4816038900,-0.5071744800,-0.5281442500,-0.5432149800,-0.5522202100,-0.5558877900,-0.5555828600,-0.5529812400,-0.5501900900,-0.5492240800,-0.5489909400,-0.5500719700,-0.5527361100,-0.5569348700,-0.5623470700,-0.5685438700,-0.5751979400,-0.5811326400,-0.5859301700,-0.5893920300,-0.5915298800,-0.5925210600,-0.5926688400,-0.5925292500,-0.5919510200,-0.5911127100,-0.5901031000,-0.5889083200,-0.5874238000,10
0.1478194500,0.8211642200,1.5820075000,2.3456671000,3.0190906000,3.5152355000,3.7670600000,3.7386084000,3.4311701000,2.8833570000,2.1650191000,1.3661215000,0.5825489500,-0.0986300880,-0.6118757400,-0.9217033800,-1.0257637000,-0.9521898400,-0.7520217900,-0.4883730000,-0.2245072700,-0.0130548440,0.1117798100,0.1378321000,0.0741593660,-0.0536315860,-0.2106291900,-0.3607717900,-0.4742267600,-0.5326282900,-0.5313698100,-0.4788203400,-0.3929740100,-0.2965127700,-0.2114912400,-0.1547668600,-0.1350976400,-0.1522831600,-0.1983136100,-0.2600439200,-0.3226426700,-0.3729789700,-0.4022233500,-0.4072030800,-0.3903560900,-0.3584722900,-0.3206474700,-0.2859995800,-0.2616793900,-0.2515826400,-0.2559562600,-0.2718689700,-0.2943251700,-0.3176865500,-0.3370378000,-0.3491498900,-0.3529759100,-0.3495356400,-0.3413495800,-0.3316115000,-0.3233462600,-0.3186998400,-0.3185711300,-0.3226152100,-0.3295221200,-0.3374906700,-0.3447451100,-0.3501973400,-0.3528549900,-0.3528394800,-0.3508757500,-0.3480022100,-0.3452535600,-0.3442512600,-0.3450357300,-0.3459856200,-0.3470120800,-0.3480301600,-0.3489722700,-0.3497982500,-0.3505629400,-0.3512125100,-0.3517806700,-0.3523432900,-0.3529800300,-0.3537534500,-0.3547025400,-0.3558314600,-0.3570178200,-0.3581542900,-0.3591118500,-0.3597593700,-0.3599860500,-0.3597527200,-0.3590216200,-0.3578238800,-0.3562836800,-0.3545795700,-0.3529205700,10
0.6802476400,0.8380838300,0.9917167500,1.1388198000,1.2770759000,1.4042315000,1.5181517000,1.6168742000,1.6986628000,1.7620552000,1.8059076000,1.8294319000,1.8322247000,1.8142885000,1.7760421000,1.7183212000,1.6423675000,1.5497967000,1.4425866000,1.3230403000,1.1937115000,1.0573565000,0.9168689300,0.7752105500,0.6353383000,0.5001310000,0.3723170200,0.2544051100,0.1486204300,0.0568475940,-0.0194176080,-0.0791063050,-0.1216033200,-0.1467617600,-0.1549258200,-0.1468597400,-0.1237810400,-0.0873073940,-0.0394101710,0.0176416680,0.0813457650,0.1490368200,0.2179612900,0.2853541100,0.3485153600,0.4048845100,0.4521102000,0.4881135100,0.5111430400,0.5198200200,0.5131622200,0.4906244900,0.4521126400,0.3979588700,0.3289158000,0.2461292400,0.1511000800,0.0456366070,-0.0682012430,-0.1881638600,-0.3118782700,-0.4369166300,-0.5608649800,-0.6813900600,-0.7963022000,-0.9036126000,-1.0015833000,-1.0887815000,-1.1640735000,-1.2266815000,-1.2761827000,-1.3125087000,-1.3359347000,-1.3470582000,-1.3467687000,-1.3362106000,-1.3167379000,-1.2898658000,-1.2572179000,-1.2204730000,-1.1813112000,-1.1413629000,-1.1021608000,-1.0651011000,-1.0314002000,-1.0020641000,-0.9778745100,-0.9593721500,-0.9468521000,-0.9403673800,-0.9397402700,-0.9445809600,-0.9543123500,-0.9682001800,-0.9853871400,-1.0049296000,-1.0258360000,-1.0471047000,-1.0677610000,10
0.0856382860,0.6007756000,1.1819915000,1.7844311000,2.3571601000,2.8488578000,3.2137842000,3.4172329000,3.4397329000,3.2794369000,2.9523695000,2.4904699000,1.9377364000,1.3449737000,0.7638546500,0.2410836600,-0.1865853000,-0.4958521000,-0.6785149100,-0.7411244600,-0.7028053600,-0.5916472200,-0.4402429300,-0.2810372400,-0.1421341200,-0.0440992640,0.0018738529,-0.0056961220,-0.0596481600,-0.1463712600,-0.2486921600,-0.3489743900,-0.4319111700,-0.4866581500,-0.5080588900,-0.4968266300,-0.4587899500,-0.4034113600,-0.3418872500,-0.2851862600,-0.2422904200,-0.2189951500,-0.2173220400,-0.2356069300,-0.2691745300,-0.3114265900,-0.3551241500,-0.3936281600,-0.4218904800,-0.4370933900,-0.4388332100,-0.4288889800,-0.4106589500,-0.3883980300,-0.3664095500,-0.3483275800,-0.3366085900,-0.3322889900,-0.3350160600,-0.3433135100,-0.3550051200,-0.3677037800,-0.3792910000,-0.3881868500,-0.3936143900,-0.3956040500,-0.3948681200,-0.3925680500,-0.3900313600,-0.3884962600,-0.3888664600,-0.3915554500,-0.3965135900,-0.4032771200,-0.4111031700,-0.4191379000,-0.4265815400,-0.4330303100,-0.4378686900,-0.4409874900,-0.4425922700,-0.4430763300,-0.4429200800,-0.4425942700,-0.4429072400,-0.4446461300,-0.4462046900,-0.4476788500,-0.4491950500,-0.4508726200,-0.4527852700,-0.4549302900,-0.4573802600,-0.4597962300,-0.4617960600,-0.4631117800,-0.4635019200,-0.4627878600,-0.4608851000,10
0.6188715700,0.7601944500,0.8951663100,1.0217341000,1.1379153000,1.2418469000,1.3318331000,1.4063917000,1.4642972000,1.5046194000,1.5267558000,1.5304574000,1.5158462000,1.4834242000,1.4340725000,1.3690410000,1.2899278000,1.1986368000,1.0973609000,0.9885391000,0.8747754400,0.7587893700,0.6433499400,0.5312072700,0.4250228200,0.3273006700,0.2403214900,0.1660812000,0.1062362000,0.0620566950,0.0343896620,0.0236326650,0.0297193960,0.0521175780,0.0898165010,0.1414160000,0.2050990500,0.2786972900,0.3597469900,0.4455535400,0.5332625800,0.6199359200,0.7026301700,0.7784756300,0.8447536000,0.8989694600,0.9389198500,0.9627517500,0.9690118100,0.9566847600,0.9252081700,0.8745059500,0.8049929100,0.7175379000,0.6134483200,0.4944322000,0.3625497000,0.2201552200,0.0698320830,-0.0856783380,-0.2435509000,-0.4009522400,-0.5551152400,-0.7034105000,-0.8434124700,-0.9729586300,-1.0902001000,-1.1936563000,-1.2822036000,-1.3551316000,-1.4121376000,-1.4533205000,-1.4791635000,-1.4905062000,-1.4885077000,-1.4746008000,-1.4504402000,-1.4178454000,-1.3787418000,-1.3350991000,-1.2888723000,-1.2419443000,-1.1960736000,-1.1528511000,-1.1136542000,-1.0796135000,-1.0515987000,-1.0302021000,-1.0157349000,-1.0082323000,-1.0074687000,-1.0129786000,-1.0240866000,-1.0399416000,-1.0595559000,-1.0818468000,-1.1056803000,-1.1299138000,-1.1534375000,10
-0.8328786600,3.5544478000,6.5746302000,4.8351738000,1.1127945000,-0.3709949700,0.2114959900,0.3975864600,-0.1291616600,-0.2917462000,-0.1262482400,-0.1927004700,-0.3043283200,-0.2122139300,-0.1709491700,-0.2704553300,-0.2821094800,-0.2228907800,-0.2533407800,-0.2548696400,-0.1163841000,-0.0304575350,-0.1051665800,-0.1098318900,0.0489256010,0.1599173100,0.1008587500,0.0656684420,0.1409347200,0.1726659800,0.1678772100,0.3090611200,0.5106120200,0.5255191300,0.4282843200,0.4291596500,0.4246790700,0.2740039000,0.1834683200,0.2633232000,0.2393180600,0.0790449600,0.2551352200,0.8284316100,1.0766047000,0.5762125300,-0.0710395700,-0.1672928400,0.1151979500,0.1997147200,-0.0055169179,-0.1650058500,-0.1074383000,0.0326292700,0.0915503220,0.0750305020,0.0768688040,0.1233227100,0.1226632800,0.0135067630,-0.1311291900,-0.1920617200,-0.1751599900,-0.1721951200,-0.2118965700,-0.2376901500,-0.2345076600,-0.2480429900,-0.2880027200,-0.3117334200,-0.3234548600,-0.3731395100,-0.4440525300,-0.4808394900,-0.5006090700,-0.5496397100,-0.5872673000,-0.5734148100,-0.5651375800,-0.6099399400,-0.6361498600,-0.6012606600,-0.5868024400,-0.6431129900,-0.6744725900,-0.6106775300,-0.5449586500,-0.5865586200,-0.6834791200,-0.7077549300,-0.6474034800,-0.6048295200,-0.6392432700,-0.7012934300,-0.7362941600,-0.7633504700,-0.8112796400,-0.8345791200,-0.7798828800,7
3.1645226000,5.6596585000,5.7677459000,3.0744597000,-0.0718910850,-1.2290736000,-0.5485547400,0.0977562110,-0.1619027300,-0.5956273500,-0.4720453100,0.0734742380,0.6980625100,1.2637691000,1.4859710000,1.0424708000,0.1984940700,-0.3286092700,-0.2700098400,-0.0536064680,-0.0805182060,-0.2325624600,-0.2298475700,-0.1047975100,-0.0741856170,-0.1950228400,-0.3250866600,-0.3264479900,-0.2391088000,-0.1901465300,-0.2144000700,-0.2363632100,-0.2219964200,-0.2261756400,-0.2711970600,-0.2742493400,-0.2035743500,-0.1587112500,-0.2294892900,-0.3238122000,-0.3152645700,-0.2463576400,-0.2418096200,-0.2887013400,-0.2874970800,-0.2443615200,-0.2423964300,-0.2631399200,-0.2302442300,-0.1843355700,-0.2238105000,-0.3012315500,-0.2831054000,-0.1967853300,-0.1990531900,-0.2983612600,-0.3327324500,-0.2570646700,-0.2088840000,-0.2447931000,-0.2433918500,-0.1653421400,-0.1529090000,-0.2679460700,-0.3412358900,-0.2488618700,-0.1209455000,-0.1229819600,-0.1935657800,-0.1959775100,-0.1577010200,-0.1799793200,-0.2244879900,-0.2012337800,-0.1535295400,-0.1750239900,-0.2149791100,-0.1660703400,-0.0703421430,-0.0532549230,-0.0985179250,-0.0930339690,-0.0527659130,-0.1016469600,-0.2361636200,-0.3193841200,-0.3123946500,-0.3130558000,-0.3522161400,-0.3566682700,-0.3322542600,-0.3675542400,-0.4250016600,-0.3637537000,-0.2262356600,-0.2417369600,-0.4521434600,-0.5877140700,-0.4654405400,5
-0.8167169100,2.4840999000,5.4686491000,5.5457158000,3.0588264000,0.5942576900,-0.2059675100,0.0139811220,0.0045905861,-0.3541181500,-0.4735807400,-0.2639463300,-0.1609502500,-0.3124943300,-0.4302401400,-0.3434502900,-0.2401863900,-0.3104359700,-0.4637810600,-0.5042536900,-0.3944910400,-0.2818134400,-0.2879381100,-0.3713650600,-0.3779111100,-0.2500830400,-0.0934689270,-0.0553799420,-0.0874795670,-0.0388527180,0.0980657540,0.1803933400,0.1467311000,0.1304785100,0.2489872300,0.4223424700,0.4834633700,0.4471915100,0.5185694900,0.8217419000,1.1901056000,1.2967291000,0.9984185800,0.4981593700,0.1506316000,0.1052065800,0.2101396700,0.2460947400,0.1828269000,0.1266431800,0.1158817300,0.0896782490,0.0432393210,0.0599251050,0.1535131900,0.2120505600,0.1588216300,0.0835351160,0.0938076220,0.1473935800,0.1202150000,0.0166970560,-0.0470659580,-0.0375011660,-0.0617080350,-0.1909819500,-0.3407200200,-0.4025810800,-0.3861998800,-0.3831970300,-0.4209297600,-0.4606348800,-0.4853369800,-0.5202229500,-0.5557156000,-0.5451061900,-0.4924095900,-0.4712353000,-0.5255948100,-0.5910304400,-0.5862212400,-0.5215154400,-0.4866866400,-0.5256066500,-0.5957025800,-0.6388026200,-0.6516856400,-0.6672216000,-0.6986773600,-0.7346710400,-0.7572197300,-0.7568063800,-0.7335274800,-0.7134042000,-0.7349042400,-0.8004493000,-0.8472964600,-0.8033867100,-0.6769370900,7
1.6072212000,5.3726171000,6.4157682000,3.1613667000,-0.6154395600,-1.2136627000,0.1531373000,0.4749560800,-0.2978002900,-0.4603974500,0.0655748110,0.2148376800,-0.0571439840,-0.1173472800,0.0256685580,0.0199376790,-0.0637031100,-0.0316611060,0.0169920610,-0.0496139410,-0.1420448300,-0.1333009500,-0.0630835930,-0.0337540670,-0.0795609570,-0.0836134910,0.0213674040,0.1027285900,0.0582165710,0.0250234430,0.1111442000,0.1754244000,0.1108665300,0.0934093550,0.2363523200,0.3592104300,0.3453629000,0.3747126200,0.5083798400,0.5356432100,0.4446978300,0.5285293000,0.7699628800,0.7377400800,0.3216084800,-0.0246841350,-0.0159744590,0.0821389530,0.0157575990,-0.0650601820,-0.0002024049,0.0621467930,-0.0251335960,-0.1365219700,-0.1011385600,0.0153780350,0.0294174280,-0.1017789900,-0.2433971100,-0.2863565900,-0.2671211500,-0.2855482100,-0.3447203200,-0.3830191200,-0.3854366500,-0.3998513400,-0.4326020200,-0.4579776500,-0.4727360000,-0.4874576300,-0.4786698000,-0.4374513700,-0.4023255000,-0.4069532600,-0.4311407600,-0.4503388900,-0.4672089500,-0.4758518200,-0.4575906000,-0.4305891500,-0.4339372500,-0.4572515000,-0.4598884500,-0.4531850500,-0.4756986400,-0.5037137900,-0.4906554500,-0.4692590400,-0.5060826400,-0.5784052900,-0.6151286500,-0.6191666600,-0.6404576500,-0.6682700400,-0.6699645100,-0.6747911500,-0.7136294700,-0.7246603300,-0.6421855000,10
1.0307751000,1.5355723000,2.0093946000,2.3888937000,2.6117627000,2.6275571000,2.4085489000,1.9586834000,1.3181609000,0.5620516200,-0.2079263400,-0.8780291400,-1.3413638000,-1.5178288000,-1.3710665000,-0.9183502400,-0.2306730300,0.5779030400,1.3701743000,2.0111418000,2.3937467000,2.4593623000,2.2084950000,1.6994301000,1.0347243000,0.3389363100,-0.2675508100,-0.6927901400,-0.8901603900,-0.8647528600,-0.6680308500,-0.3825983900,-0.1009734700,0.0966480720,0.1604502900,0.0810405830,-0.1104439800,-0.3518065400,-0.5662802800,-0.6820326600,-0.6501107700,-0.4566679700,-0.1267547300,0.2810936000,0.6881007100,1.0131341000,1.1909891000,1.1867559000,1.0029239000,0.6777232300,0.2752158800,-0.1301419500,-0.4705560800,-0.7000761700,-0.8001568200,-0.7836655700,-0.6870182400,-0.5580198300,-0.4436223800,-0.3743545000,-0.3624222300,-0.4015469800,-0.4711925200,-0.5449403400,-0.5992956300,-0.6204316200,-0.6070894400,-0.5690674500,-0.5224864900,-0.4836729900,-0.4637933300,-0.4660960600,-0.4860185600,-0.5140416100,-0.5407614400,-0.5557335800,-0.5565836100,-0.5463939900,-0.5316487200,-0.5194618800,-0.5145272900,-0.5182787400,-0.5288441100,-0.5422881900,-0.5545347800,-0.5626031500,-0.5657278600,-0.5652461100,-0.5635763400,-0.5631009000,-0.5649452700,-0.5686931400,-0.5729903800,-0.5760963900,-0.5767568800,-0.5747429100,-0.5706573400,-0.5661758000,-0.5631220500,10
-1.4060328000,-0.7123092400,0.2078370600,0.9944055300,1.3398571000,1.1810966000,0.7015678400,0.1860864900,-0.1500874300,-0.2687918300,-0.2697832600,-0.2685411500,-0.3110172500,-0.3568038900,-0.3474755100,-0.2919328400,-0.2560201500,-0.2901887100,-0.3643945100,-0.3688320000,-0.2325829600,-0.0189241800,0.1222153600,0.0929203420,-0.0331127360,-0.0466329120,0.1989195200,0.6382318000,1.0415578000,1.2143219000,1.1723055000,1.1075086000,1.1818147000,1.3835043000,1.5521009000,1.5588356000,1.4441660000,1.3440884000,1.3405882000,1.3931460000,1.4052138000,1.3556278000,1.3232518000,1.3790530000,1.4891678000,1.5382571000,1.4575273000,1.3161052000,1.2493924000,1.3042122000,1.3713612000,1.2768503000,0.9614186500,0.5610941500,0.2912891800,0.2628821800,0.3919208900,0.4812813100,0.4051371400,0.2063606900,0.0383615000,0.0304845490,0.1744554200,0.3367420200,0.3726062300,0.2124091900,-0.1044753400,-0.4586612300,-0.7359517900,-0.8753489800,-0.8837133500,-0.8318165100,-0.8014095200,-0.8402515200,-0.9467417000,-1.0702246000,-1.1556768000,-1.1842275000,-1.1702283000,-1.1501610000,-1.1528963000,-1.1745307000,-1.2002876000,-1.2204802000,-1.2331146000,-1.2493993000,-1.2751649000,-1.2998024000,-1.3105566000,-1.2995797000,-1.2738976000,-1.2558029000,-1.2618561000,-1.2939979000,-1.3400881000,-1.3777322000,-1.3942614000,-1.3927016000,-1.3810369000,6
-0.0557106790,0.4912773600,1.1038239000,1.7230739000,2.2841772000,2.7259480000,3.0003211000,3.0799231000,2.9624549000,2.6710935000,2.2506855000,1.7606162000,1.2655134000,0.8254465600,0.4872662000,0.2786952200,0.2057447000,0.2539084600,0.3926304800,0.5820009500,0.7803221800,0.9511235400,1.0685023000,1.1198038000,1.1056272000,1.0373769000,0.9331401600,0.8128955800,0.6941050500,0.5885151900,0.5006757400,0.4282784100,0.3640059300,0.2983039700,0.2223461100,0.1305258500,0.0219190310,-0.0994798580,-0.2257054800,-0.3466340300,-0.4521930600,-0.5344162200,-0.5889045000,-0.6155127600,-0.6180713700,-0.6033508100,-0.5795481100,-0.5546735000,-0.5351227800,-0.5248018300,-0.5248505000,-0.5339564000,-0.5491169700,-0.5666225200,-0.5830181400,-0.5958254800,-0.6039410700,-0.6076419400,-0.6082782300,-0.6077711400,-0.6081216100,-0.6108255300,-0.6165902900,-0.6253449400,-0.6363381400,-0.6484019400,-0.6602639000,-0.6711986900,-0.6799184400,-0.6861240800,-0.6899384800,-0.6917675500,-0.6921368800,-0.6923577200,-0.6925506300,-0.6915140700,-0.6896934000,-0.6876526500,-0.6859841600,-0.6852225800,-0.6863714200,-0.6888800000,-0.6926599900,-0.6977269600,-0.7039876300,-0.7112237400,-0.7192679500,-0.7279813600,-0.7360650800,-0.7431620100,-0.7490758000,-0.7537605900,-0.7572927000,-0.7603277100,-0.7625483700,-0.7637309800,-0.7641018800,-0.7638348800,-0.7629754800,10
0.0392625390,1.5516756000,3.2236309000,4.4975187000,4.9266947000,4.3812991000,3.1064910000,1.6013248000,0.3843043600,-0.2324514100,-0.2482881600,0.0814547450,0.4162671900,0.5145870600,0.3338959200,0.0072729335,-0.2696090300,-0.3633858500,-0.2686341800,-0.0874062870,0.0498490060,0.0659514160,-0.0285082030,-0.1590162100,-0.2448484900,-0.2490691900,-0.1926924400,-0.1302331100,-0.1090744700,-0.1406165600,-0.1996014800,-0.2465343000,-0.2550485900,-0.2262369500,-0.1835601000,-0.1549096900,-0.1553154100,-0.1808475400,-0.2149678900,-0.2409627200,-0.2498615300,-0.2436371500,-0.2301595300,-0.2170940700,-0.2008940300,-0.1835350300,-0.1679238000,-0.1576474800,-0.1564243100,-0.1684931800,-0.1949978100,-0.2313914900,-0.2691638000,-0.2994921800,-0.3165605000,-0.3192012100,-0.3118476700,-0.3020948400,-0.2971536800,-0.3000762100,-0.3100003300,-0.3229348900,-0.3341963800,-0.3402474300,-0.3410908400,-0.3396141700,-0.3398002200,-0.3446553800,-0.3553509100,-0.3705470500,-0.3867644600,-0.4000792600,-0.4080246300,-0.4105452200,-0.4094323700,-0.4078876600,-0.4089184200,-0.4139411800,-0.4214948100,-0.4287151500,-0.4326371900,-0.4317885900,-0.4262520900,-0.4182321400,-0.4105770100,-0.4053572600,-0.4029733500,-0.4031825000,-0.4056705300,-0.4103466000,-0.4174536000,-0.4270574600,-0.4380025900,-0.4474201600,-0.4520729200,-0.4502819100,-0.4433565400,-0.4350285000,-0.4300804600,10
